Gene,ABE-MEM 1h,ABE-MEM 3h A,ABE-MEM 3h B,ABE-NES 1h,ABE-NES 3h A,ABE-NES 3h B,ABE-NLS 1h,ABE-NLS 3h A,ABE-NLS 3h B,ABE-ACT 1h A,ABE-ACT 1h B,ABE-ACT 3h A,ABE-ACT 3h B,ABE-NM 1h A,ABE-NM 1h B,ABE-NM 3h A,ABE-NM 3h B,ABE-LD 1h A,ABE-LD 1h B,ABE-LD 3h A,ABE-LD 3h B,ABE-GOL 1h A,ABE-GOL 1h B,ABE-GOL 3h A,ABE-GOL 3h B,ABE-ERM 1h A,ABE-ERM 1h B,ABE-ERM 3h A,ABE-ERM 3h B,ABE-LAMP1 1h A,ABE-LAMP1 1h B,ABE-LAMP1 3h A,ABE-LAMP1 3h B,ABE-LC3 1h A,ABE-LC3 1h B,ABE-LC3 3h A,ABE-LC3 3h B,ABE-NOLS 1h A,ABE-NOLS 1h B,ABE-NOLS 3h A,ABE-NOLS 3h B,ABE-NUP 1h A,ABE-NUP 1h B,ABE-NUP 3h A,ABE-NUP 3h B,ABE-OMM 1h A,ABE-OMM 1h B,ABE-OMM 3h A,ABE-OMM 3h B,ABE-PLIN2 1h A,ABE-PLIN2 1h B,ABE-PLIN2 3h A,ABE-PLIN2 3h B,ABE-PTS1 1h A,ABE-PTS1 1h B,ABE-PTS1 3h A,ABE-PTS1 3h B,ABE-RAB10 1h A,ABE-RAB10 1h B,ABE-RAB10 3h A,ABE-RAB10 3h B,ABE-RABIF 1h A,ABE-RABIF 1h B,ABE-RABIF 3h A,ABE-RABIF 3h B,ABE-SQSTM1 1h A,ABE-SQSTM1 1h B,ABE-SQSTM1 3h A,ABE-SQSTM1 3h B,ABE-HSPA8-CH 1h A,ABE-HSPA8-CH 1h B,ABE-HSPA8-CH 3h A,ABE-HSPA8-CH 3h B,ABE-HSPA8-NC 1h A,ABE-HSPA8-NC 1h B,ABE-HSPA8-NC 3h A,ABE-HSPA8-NC 3h B,ABE-LAMP2A 1h A,ABE-LAMP2A 1h B,ABE-LAMP2A 3h A,ABE-LAMP2A 3h B,ABE-LMNA 1h A,ABE-LMNA 1h B,ABE-LMNA 3h A,ABE-LMNA 3h B,ABE-TDP208 1h A,ABE-TDP208 1h B,ABE-TDP208 3h A,ABE-TDP208 3h B
H4C1,0.0,0.0,21.0,0.0,33.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,10.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
MKNK2,3.0,1.0,4.0,105.0,459.0,378.0,1.0,136.0,4.0,12.0,28.0,21.0,19.0,1.0,32.0,1.0,12.0,2.0,2.0,8.0,0.0,0.0,6.0,2.0,3.0,98.0,238.0,27.0,70.0,6.0,2.0,0.0,2.0,336.0,487.0,134.0,119.0,14.0,11.0,1.0,41.0,2.0,2.0,0.0,4.0,20.0,216.0,60.0,81.0,0.0,1.0,3.0,1.0,66.0,160.0,116.0,182.0,40.0,16.0,63.0,107.0,70.0,94.0,54.0,75.0,0.0,32.0,11.0,74.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,2.0,0.0,10.0,0.0,15.0,1.0,11.0,44.0,24.0,77.0
RPL13AP17,0.0,0.0,0.0,,10.0,0.0,0.0,3.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
PABIR3,,,,,,,,,,,,,,,,,,,4.0,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPV17,,,0.0,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN31,,,,,,,0.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,49.0,0.0,0.0,0.0,,0.0,31.0,,0.0,,,,,25.0,21.0,,,0.0,,1.0,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF718,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,1.0,0.0,,,,2.0
CSN3,,,0.0,,,,1.0,0.0,,49.0,,,,,,,,6.0,,,,,,,,,,,,,,,,88.0,231.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,27.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,0.0
DNAJC2,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
TIMM17B,,,1.0,,,0.0,0.0,,,,,,0.0,,,,,4.0,0.0,2.0,0.0,,,,,,,,,,,,,0.0,7.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,,,,,,0.0,,0.0,0.0,,,,,,,0.0
