Gene,ABE-MEM 1h,ABE-MEM 3h A,ABE-MEM 3h B,ABE-NES 1h,ABE-NES 3h A,ABE-NES 3h B,ABE-NLS 1h,ABE-NLS 3h A,ABE-NLS 3h B,ABE-ACT 1h A,ABE-ACT 1h B,ABE-ACT 3h A,ABE-ACT 3h B,ABE-NM 1h A,ABE-NM 1h B,ABE-NM 3h A,ABE-NM 3h B,ABE-LD 1h A,ABE-LD 1h B,ABE-LD 3h A,ABE-LD 3h B,ABE-GOL 1h A,ABE-GOL 1h B,ABE-GOL 3h A,ABE-GOL 3h B,ABE-ERM 1h A,ABE-ERM 1h B,ABE-ERM 3h A,ABE-ERM 3h B,ABE-LAMP1 1h A,ABE-LAMP1 1h B,ABE-LAMP1 3h A,ABE-LAMP1 3h B,ABE-LC3 1h A,ABE-LC3 1h B,ABE-LC3 3h A,ABE-LC3 3h B,ABE-NOLS 1h A,ABE-NOLS 1h B,ABE-NOLS 3h A,ABE-NOLS 3h B,ABE-NUP 1h A,ABE-NUP 1h B,ABE-NUP 3h A,ABE-NUP 3h B,ABE-OMM 1h A,ABE-OMM 1h B,ABE-OMM 3h A,ABE-OMM 3h B,ABE-PLIN2 1h A,ABE-PLIN2 1h B,ABE-PLIN2 3h A,ABE-PLIN2 3h B,ABE-PTS1 1h A,ABE-PTS1 1h B,ABE-PTS1 3h A,ABE-PTS1 3h B,ABE-RAB10 1h A,ABE-RAB10 1h B,ABE-RAB10 3h A,ABE-RAB10 3h B,ABE-RABIF 1h A,ABE-RABIF 1h B,ABE-RABIF 3h A,ABE-RABIF 3h B,ABE-SQSTM1 1h A,ABE-SQSTM1 1h B,ABE-SQSTM1 3h A,ABE-SQSTM1 3h B,ABE-HSPA8-CH 1h A,ABE-HSPA8-CH 1h B,ABE-HSPA8-CH 3h A,ABE-HSPA8-CH 3h B,ABE-HSPA8-NC 1h A,ABE-HSPA8-NC 1h B,ABE-HSPA8-NC 3h A,ABE-HSPA8-NC 3h B,ABE-LAMP2A 1h A,ABE-LAMP2A 1h B,ABE-LAMP2A 3h A,ABE-LAMP2A 3h B,ABE-LMNA 1h A,ABE-LMNA 1h B,ABE-LMNA 3h A,ABE-LMNA 3h B,ABE-TDP208 1h A,ABE-TDP208 1h B,ABE-TDP208 3h A,ABE-TDP208 3h B
PRUNE2,0.0,0.0,0.0,38.0,87.0,172.0,0.0,0.0,1.0,23.0,4.0,13.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,99.0,239.0,0.0,1.0,0.0,0.0,60.0,166.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,12.0,54.0,4.0,2.0,17.0,6.0,18.0,163.0,24.0,22.0,23.0,14.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,4.0,3.0,0.0,6.0,34.0
APTX,0.0,8.0,0.0,135.0,441.0,407.0,11.0,169.0,491.0,80.0,51.0,41.0,13.0,3.0,16.0,6.0,8.0,7.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,77.0,6.0,29.0,0.0,0.0,79.0,92.0,266.0,221.0,67.0,97.0,19.0,21.0,0.0,32.0,0.0,0.0,0.0,0.0,6.0,135.0,6.0,68.0,0.0,0.0,0.0,39.0,13.0,105.0,83.0,77.0,55.0,33.0,6.0,75.0,373.0,637.0,35.0,82.0,9.0,29.0,14.0,42.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,16.0,19.0,45.0,15.0,108.0
GNA15,0.0,0.0,0.0,38.0,181.0,48.0,0.0,22.0,0.0,32.0,1.0,22.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,62.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0,10.0,6.0,8.0,9.0,16.0,0.0,24.0,1.0,0.0,0.0,0.0,6.0,31.0,0.0,5.0,0.0,0.0,1.0,7.0,6.0,38.0,5.0,15.0,7.0,17.0,17.0,18.0,0.0,3.0,5.0,49.0,0.0,15.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,17.0,27.0
IFT27,4.0,12.0,1.0,473.0,1050.0,2080.0,1.0,194.0,126.0,85.0,68.0,42.0,97.0,22.0,12.0,45.0,19.0,4.0,13.0,15.0,46.0,17.0,2.0,8.0,1.0,33.0,148.0,122.0,76.0,0.0,0.0,0.0,9.0,268.0,387.0,379.0,350.0,151.0,91.0,241.0,629.0,1.0,9.0,0.0,9.0,28.0,96.0,95.0,420.0,0.0,16.0,2.0,5.0,58.0,281.0,131.0,217.0,169.0,107.0,79.0,437.0,166.0,388.0,346.0,285.0,23.0,187.0,72.0,379.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,7.0,0.0,18.0,0.0,28.0,11.0,77.0,52.0,42.0,51.0,108.0,193.0
C11orf24,0.0,0.0,0.0,0.0,0.0,15.0,45.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,,20.0,,,9.0,11.0,,,0.0,0.0,0.0,,0.0,,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0
ARL6,29.0,0.0,1.0,98.0,118.0,62.0,30.0,72.0,0.0,4.0,22.0,10.0,10.0,15.0,0.0,16.0,0.0,10.0,5.0,10.0,7.0,0.0,0.0,0.0,0.0,24.0,30.0,27.0,29.0,2.0,7.0,0.0,0.0,47.0,111.0,111.0,166.0,0.0,25.0,1.0,17.0,0.0,6.0,1.0,4.0,5.0,85.0,28.0,25.0,0.0,1.0,1.0,0.0,143.0,454.0,25.0,7.0,86.0,30.0,11.0,59.0,24.0,170.0,54.0,14.0,0.0,72.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,9.0,13.0,0.0,57.0,10.0,27.0,9.0,11.0,98.0
UBTD1,1.0,2.0,1.0,262.0,955.0,823.0,3.0,75.0,95.0,97.0,76.0,88.0,334.0,14.0,16.0,5.0,55.0,13.0,17.0,0.0,42.0,1.0,0.0,4.0,7.0,15.0,58.0,116.0,184.0,0.0,4.0,0.0,53.0,251.0,303.0,158.0,211.0,48.0,53.0,15.0,53.0,1.0,1.0,0.0,11.0,43.0,238.0,32.0,237.0,8.0,13.0,2.0,2.0,135.0,321.0,158.0,140.0,218.0,79.0,13.0,83.0,99.0,331.0,109.0,167.0,19.0,137.0,12.0,303.0,0.0,1.0,1.0,17.0,1.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0,8.0,15.0,147.0,12.0,122.0,29.0,665.0
DAZAP2,0.0,8.0,0.0,40.0,480.0,168.0,22.0,13.0,2.0,9.0,7.0,34.0,6.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,17.0,8.0,15.0,0.0,2.0,2.0,10.0,65.0,56.0,33.0,47.0,0.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,3.0,109.0,81.0,234.0,0.0,2.0,14.0,0.0,87.0,311.0,126.0,169.0,4.0,9.0,0.0,7.0,49.0,146.0,1.0,69.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,41.0,4.0,153.0,5.0,415.0
SNRNP27,0.0,0.0,0.0,48.0,87.0,88.0,0.0,66.0,35.0,17.0,12.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,25.0,28.0,0.0,5.0,0.0,0.0,0.0,0.0,62.0,42.0,1.0,36.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,31.0,1.0,16.0,0.0,0.0,3.0,9.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,21.0,7.0,34.0
MEF2D,0.0,0.0,11.0,43.0,84.0,381.0,11.0,24.0,0.0,0.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,18.0,0.0,0.0,0.0,0.0,23.0,32.0,27.0,21.0,12.0,12.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,11.0,4.0,7.0,6.0,3.0,0.0,1.0,83.0,84.0,10.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,9.0,0.0
HPN,8.0,0.0,0.0,10.0,126.0,97.0,4.0,8.0,1.0,23.0,0.0,21.0,14.0,3.0,11.0,5.0,0.0,21.0,19.0,52.0,25.0,0.0,0.0,0.0,0.0,23.0,47.0,40.0,59.0,0.0,18.0,7.0,5.0,22.0,10.0,29.0,25.0,20.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,352.0,186.0,41.0,182.0,0.0,21.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,,0.0,0.0,0.0,0.0,1.0,5.0
CBY1,0.0,5.0,0.0,194.0,337.0,815.0,1.0,215.0,130.0,122.0,16.0,115.0,12.0,0.0,12.0,8.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,55.0,22.0,46.0,0.0,4.0,0.0,0.0,27.0,70.0,69.0,135.0,27.0,59.0,9.0,38.0,0.0,0.0,0.0,12.0,15.0,81.0,0.0,93.0,0.0,0.0,0.0,0.0,151.0,633.0,39.0,91.0,0.0,9.0,6.0,18.0,56.0,43.0,51.0,46.0,0.0,29.0,0.0,22.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,9.0,32.0,9.0,39.0,12.0,330.0
CDC34,0.0,2.0,29.0,106.0,585.0,996.0,0.0,104.0,9.0,25.0,63.0,36.0,55.0,5.0,0.0,48.0,1.0,6.0,0.0,21.0,0.0,3.0,0.0,1.0,16.0,33.0,191.0,78.0,114.0,0.0,0.0,0.0,0.0,33.0,89.0,137.0,96.0,12.0,31.0,3.0,10.0,2.0,1.0,0.0,1.0,81.0,487.0,19.0,99.0,0.0,1.0,12.0,20.0,529.0,1247.0,294.0,316.0,71.0,61.0,15.0,71.0,328.0,124.0,61.0,174.0,73.0,214.0,37.0,78.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,30.0,51.0,77.0,101.0,215.0
CD247,10.0,0.0,0.0,11.0,81.0,594.0,1.0,2.0,6.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,56.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,4.0,15.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,40.0,22.0,76.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,24.0,0.0,58.0
ARL8A,1.0,4.0,51.0,259.0,800.0,1033.0,38.0,69.0,91.0,213.0,17.0,301.0,66.0,6.0,22.0,23.0,34.0,1.0,3.0,7.0,10.0,1.0,2.0,1.0,0.0,14.0,179.0,38.0,77.0,0.0,8.0,6.0,1.0,156.0,233.0,672.0,605.0,21.0,6.0,19.0,102.0,4.0,17.0,2.0,5.0,53.0,351.0,135.0,209.0,0.0,12.0,13.0,11.0,171.0,423.0,58.0,77.0,117.0,125.0,154.0,376.0,68.0,325.0,144.0,73.0,11.0,81.0,21.0,514.0,1.0,18.0,2.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,15.0,1.0,1.0,8.0,3.0,60.0,52.0,141.0,48.0,456.0
TIMM23,1.0,4.0,0.0,82.0,319.0,166.0,43.0,56.0,12.0,98.0,6.0,27.0,6.0,9.0,3.0,5.0,0.0,2.0,1.0,17.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,31.0,37.0,1.0,0.0,2.0,11.0,46.0,65.0,92.0,59.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,29.0,13.0,94.0,0.0,2.0,26.0,11.0,20.0,117.0,57.0,67.0,12.0,21.0,5.0,61.0,22.0,127.0,38.0,59.0,14.0,30.0,0.0,34.0,16.0,0.0,6.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,16.0,6.0,11.0,10.0,211.0
GNA11,6.0,20.0,14.0,586.0,3955.0,3034.0,60.0,343.0,113.0,347.0,122.0,521.0,131.0,13.0,66.0,77.0,44.0,25.0,19.0,25.0,98.0,0.0,9.0,4.0,3.0,30.0,363.0,127.0,219.0,1.0,6.0,39.0,109.0,395.0,465.0,721.0,646.0,5.0,47.0,31.0,284.0,12.0,5.0,2.0,16.0,237.0,1215.0,350.0,743.0,5.0,216.0,5.0,10.0,669.0,1252.0,346.0,272.0,37.0,150.0,63.0,361.0,126.0,424.0,611.0,813.0,19.0,249.0,91.0,463.0,2.0,3.0,13.0,8.0,2.0,3.0,0.0,5.0,9.0,2.0,12.0,2.0,16.0,9.0,52.0,204.0,86.0,333.0,263.0,1652.0
CCNG2,0.0,6.0,0.0,10.0,11.0,17.0,15.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,,88.0,58.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,126.0,68.0,22.0,55.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,4.0,0.0,,0.0,,13.0
PIN1,20.0,4.0,0.0,251.0,797.0,1496.0,72.0,161.0,112.0,71.0,57.0,58.0,48.0,1.0,5.0,3.0,58.0,18.0,1.0,32.0,5.0,1.0,0.0,0.0,4.0,12.0,177.0,66.0,185.0,0.0,4.0,0.0,0.0,113.0,246.0,183.0,130.0,35.0,30.0,155.0,288.0,12.0,2.0,0.0,5.0,26.0,142.0,43.0,122.0,0.0,0.0,15.0,1.0,290.0,382.0,169.0,112.0,8.0,40.0,33.0,116.0,111.0,206.0,174.0,167.0,40.0,240.0,44.0,172.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,26.0,1.0,39.0,2.0,36.0,199.0,84.0,782.0
SALL2,17.0,48.0,99.0,2789.0,5457.0,5762.0,236.0,749.0,546.0,623.0,383.0,382.0,295.0,33.0,156.0,138.0,196.0,66.0,29.0,116.0,72.0,5.0,10.0,11.0,15.0,226.0,1126.0,324.0,663.0,1.0,3.0,9.0,17.0,2212.0,2144.0,1757.0,1805.0,195.0,228.0,46.0,461.0,2.0,44.0,2.0,13.0,250.0,1179.0,446.0,1224.0,4.0,34.0,2.0,45.0,818.0,2247.0,693.0,982.0,165.0,191.0,208.0,824.0,1425.0,2010.0,822.0,860.0,125.0,797.0,282.0,1904.0,9.0,35.0,7.0,10.0,0.0,18.0,2.0,18.0,4.0,2.0,8.0,14.0,167.0,21.0,143.0,465.0,263.0,597.0,457.0,2944.0
CHMP1B,4.0,0.0,1.0,395.0,264.0,373.0,22.0,72.0,115.0,37.0,21.0,53.0,26.0,0.0,1.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,87.0,8.0,214.0,0.0,0.0,1.0,0.0,107.0,75.0,34.0,46.0,83.0,46.0,0.0,146.0,0.0,0.0,5.0,11.0,0.0,94.0,28.0,238.0,0.0,0.0,1.0,0.0,86.0,233.0,70.0,76.0,42.0,77.0,39.0,134.0,57.0,175.0,82.0,75.0,0.0,15.0,16.0,113.0,8.0,15.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,3.0,2.0,7.0,84.0,38.0,15.0,7.0,101.0
AFTPH,31.0,35.0,52.0,716.0,2527.0,2598.0,14.0,274.0,199.0,1059.0,124.0,296.0,116.0,7.0,25.0,57.0,59.0,1.0,18.0,39.0,59.0,6.0,1.0,0.0,3.0,52.0,314.0,225.0,376.0,0.0,1.0,10.0,19.0,669.0,970.0,449.0,448.0,579.0,113.0,72.0,171.0,4.0,25.0,7.0,19.0,76.0,746.0,96.0,470.0,3.0,0.0,7.0,21.0,700.0,1689.0,324.0,290.0,92.0,142.0,74.0,318.0,530.0,866.0,225.0,345.0,41.0,134.0,18.0,176.0,1.0,2.0,6.0,2.0,1.0,11.0,14.0,0.0,6.0,1.0,6.0,4.0,32.0,2.0,72.0,67.0,77.0,346.0,133.0,1307.0
ATPAF2,2.0,5.0,9.0,407.0,909.0,891.0,1.0,84.0,39.0,58.0,12.0,11.0,36.0,9.0,4.0,10.0,1.0,0.0,18.0,1.0,1.0,0.0,1.0,4.0,3.0,20.0,81.0,71.0,188.0,0.0,1.0,0.0,13.0,171.0,277.0,288.0,186.0,26.0,63.0,1.0,174.0,1.0,0.0,1.0,11.0,40.0,172.0,49.0,278.0,0.0,21.0,15.0,9.0,153.0,174.0,156.0,132.0,62.0,45.0,30.0,254.0,54.0,232.0,151.0,224.0,16.0,163.0,7.0,110.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,33.0,4.0,71.0,75.0,40.0,96.0,37.0,464.0
LRRC61,13.0,14.0,13.0,458.0,1105.0,1394.0,23.0,234.0,107.0,255.0,22.0,254.0,59.0,8.0,6.0,10.0,14.0,6.0,1.0,22.0,0.0,1.0,1.0,0.0,2.0,15.0,33.0,18.0,52.0,0.0,5.0,1.0,2.0,153.0,250.0,413.0,378.0,30.0,38.0,6.0,21.0,19.0,1.0,0.0,5.0,14.0,325.0,96.0,256.0,1.0,4.0,0.0,1.0,362.0,915.0,164.0,391.0,21.0,68.0,7.0,103.0,189.0,291.0,86.0,180.0,31.0,27.0,34.0,195.0,0.0,2.0,1.0,6.0,1.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,66.0,4.0,51.0,19.0,55.0,175.0,73.0,575.0
TRAPPC2L,6.0,16.0,88.0,1435.0,3936.0,4031.0,119.0,567.0,365.0,289.0,287.0,293.0,364.0,15.0,18.0,44.0,84.0,57.0,7.0,77.0,36.0,1.0,7.0,4.0,9.0,101.0,499.0,201.0,502.0,0.0,3.0,2.0,55.0,925.0,949.0,543.0,746.0,157.0,329.0,19.0,56.0,7.0,8.0,9.0,17.0,109.0,933.0,282.0,781.0,1.0,8.0,10.0,1.0,754.0,1915.0,912.0,908.0,218.0,302.0,116.0,401.0,397.0,914.0,336.0,483.0,31.0,339.0,128.0,676.0,3.0,22.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,0.0,3.0,12.0,53.0,16.0,74.0,107.0,242.0,439.0,303.0,2349.0
BAX,9.0,28.0,127.0,1553.0,2949.0,2656.0,174.0,658.0,693.0,465.0,211.0,274.0,229.0,26.0,49.0,38.0,50.0,50.0,12.0,37.0,6.0,2.0,14.0,12.0,19.0,124.0,439.0,438.0,708.0,2.0,24.0,47.0,132.0,674.0,731.0,599.0,559.0,74.0,207.0,50.0,261.0,36.0,26.0,24.0,28.0,931.0,3894.0,1582.0,3735.0,13.0,7.0,12.0,45.0,416.0,644.0,658.0,617.0,1664.0,1397.0,1247.0,3591.0,339.0,541.0,403.0,495.0,92.0,332.0,105.0,355.0,21.0,39.0,91.0,4.0,29.0,8.0,10.0,11.0,8.0,3.0,14.0,42.0,178.0,18.0,148.0,143.0,153.0,363.0,180.0,1483.0
UBD,1.0,1.0,1.0,45.0,263.0,469.0,2.0,68.0,1.0,5.0,20.0,6.0,39.0,4.0,2.0,6.0,8.0,1.0,0.0,14.0,4.0,0.0,0.0,0.0,1.0,10.0,64.0,13.0,50.0,0.0,0.0,0.0,0.0,57.0,69.0,44.0,12.0,0.0,11.0,0.0,7.0,4.0,1.0,6.0,11.0,32.0,7.0,21.0,76.0,0.0,1.0,0.0,1.0,14.0,68.0,79.0,139.0,13.0,33.0,0.0,15.0,15.0,20.0,48.0,175.0,0.0,24.0,13.0,183.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,46.0,128.0,25.0,237.0
APOBEC3H,0.0,36.0,13.0,426.0,792.0,1019.0,26.0,227.0,317.0,117.0,45.0,98.0,4.0,2.0,0.0,0.0,8.0,2.0,1.0,2.0,18.0,0.0,4.0,4.0,7.0,32.0,117.0,139.0,118.0,4.0,7.0,0.0,39.0,290.0,425.0,337.0,353.0,0.0,15.0,53.0,66.0,8.0,20.0,1.0,12.0,67.0,430.0,81.0,172.0,0.0,13.0,0.0,5.0,88.0,342.0,96.0,113.0,81.0,89.0,38.0,107.0,233.0,390.0,87.0,95.0,24.0,65.0,16.0,466.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,9.0,3.0,1.0,2.0,19.0,4.0,4.0,34.0,5.0,16.0,116.0,61.0,255.0
HSPA4,1.0,5.0,0.0,280.0,712.0,1689.0,2.0,18.0,0.0,82.0,2.0,28.0,6.0,0.0,7.0,4.0,6.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,7.0,1.0,19.0,29.0,18.0,0.0,0.0,1.0,1.0,247.0,219.0,105.0,101.0,19.0,40.0,9.0,14.0,2.0,0.0,0.0,0.0,37.0,74.0,8.0,85.0,0.0,0.0,2.0,3.0,36.0,260.0,29.0,57.0,37.0,32.0,51.0,252.0,33.0,60.0,17.0,31.0,51.0,336.0,39.0,52.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,18.0,35.0,11.0,106.0,20.0,855.0
BUB3,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,,18.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,24.0,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0
RCAN1,0.0,6.0,22.0,219.0,402.0,370.0,0.0,62.0,15.0,84.0,0.0,43.0,44.0,1.0,6.0,23.0,14.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,56.0,97.0,27.0,72.0,0.0,0.0,0.0,0.0,83.0,137.0,227.0,68.0,21.0,21.0,14.0,39.0,0.0,5.0,0.0,0.0,37.0,34.0,17.0,59.0,0.0,0.0,0.0,0.0,138.0,142.0,62.0,39.0,82.0,57.0,3.0,67.0,30.0,94.0,105.0,95.0,10.0,78.0,44.0,78.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,10.0,31.0,34.0,46.0,322.0
CDRT4,0.0,1.0,0.0,275.0,494.0,298.0,3.0,59.0,27.0,138.0,25.0,64.0,31.0,0.0,5.0,0.0,0.0,6.0,7.0,40.0,13.0,0.0,0.0,0.0,4.0,5.0,37.0,30.0,31.0,0.0,2.0,0.0,0.0,70.0,84.0,86.0,107.0,7.0,1.0,9.0,52.0,1.0,0.0,1.0,2.0,39.0,93.0,28.0,81.0,0.0,2.0,0.0,0.0,59.0,158.0,4.0,28.0,0.0,29.0,11.0,28.0,23.0,122.0,7.0,15.0,0.0,10.0,0.0,51.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,2.0,12.0,8.0,9.0,48.0,18.0,232.0
TMEM31,0.0,16.0,96.0,52.0,520.0,258.0,10.0,12.0,59.0,17.0,10.0,55.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,28.0,1.0,0.0,0.0,2.0,0.0,28.0,66.0,13.0,38.0,17.0,19.0,0.0,0.0,36.0,41.0,126.0,50.0,1.0,5.0,0.0,10.0,0.0,8.0,0.0,1.0,23.0,228.0,74.0,148.0,0.0,0.0,0.0,16.0,15.0,99.0,24.0,35.0,28.0,40.0,2.0,55.0,34.0,56.0,25.0,19.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,22.0,48.0,66.0
NCALD,18.0,65.0,51.0,734.0,1365.0,1782.0,53.0,183.0,117.0,124.0,104.0,119.0,103.0,15.0,1.0,11.0,52.0,20.0,22.0,40.0,9.0,8.0,2.0,9.0,0.0,40.0,184.0,127.0,123.0,1.0,0.0,0.0,9.0,447.0,563.0,208.0,237.0,0.0,55.0,39.0,195.0,13.0,18.0,6.0,13.0,400.0,1055.0,356.0,813.0,0.0,41.0,1.0,6.0,128.0,325.0,480.0,679.0,161.0,129.0,94.0,421.0,196.0,233.0,153.0,193.0,67.0,353.0,62.0,523.0,7.0,2.0,4.0,8.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,9.0,13.0,9.0,19.0,141.0,148.0,97.0,189.0,540.0
TCL6,1.0,0.0,0.0,115.0,469.0,371.0,45.0,74.0,18.0,15.0,33.0,36.0,14.0,5.0,13.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,36.0,0.0,0.0,0.0,1.0,54.0,107.0,25.0,36.0,13.0,19.0,1.0,31.0,0.0,0.0,0.0,0.0,3.0,121.0,27.0,97.0,1.0,0.0,2.0,0.0,84.0,138.0,8.0,18.0,13.0,10.0,16.0,14.0,3.0,63.0,36.0,57.0,11.0,66.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,1.0,25.0,2.0,55.0,13.0,257.0
